全国🍎高清,#genre#
韩国EBS2,http://ebsonairios.ebs.co.kr/ebs2tablet500k/tablet500k/ebs2tablet500k.index.m3u8?zshijd
CJB,http://1.222.207.80:1935/live/cjbtv/chunklist_w1357270949.m3u8
BBS佛教广播,http://bbstv.clouducs.com:1935/bbstv-live/livestream/chunklist_w1403706733.m3u8
HBTV,http://hoabinhtvlive.746b3ddb.cdnviet.com/hoabinhtv/chunklist.m3u8
GCN教会,http://liveko24-manminglobal3.ktcdn.co.kr/liveko24/gcnko_high/chunklist.m3u8
韩剧,https://stream.ads.ottera.tv/playlist.m3u8?network_id=622 挂
MBN,http://mytv.dothome.co.kr/ch/catv/54.php
MBN,http://api.mytv666.top/api/qwt.php?t=国外频道&id=MBN
Arirang Radio,http://amdlive-ch01.ctnd.com.edgesuite.net/arirang_3ch/smil:arirang_3ch.smil/playlist.m3u8
韩国音乐,http://mgugaklive.nowcdn.co.kr/gugakvideo/gugakvideo.stream/playlist.m3u8
CJ OnStyle (540p),https://live-ch1.cjonstyle.net/cjmalllive/stream2/playlist.m3u8
tvchosun,http://onair.cdn.tvchosun.com/origin1/_definst_/tvchosun_s1/playlist.m3u8
tvchosun2,http://onair2.cdn.tvchosun.com/origin2/_definst_/tvchosun_s3/playlist.m3u8
tvN1,https://d2zyqoz1zsj2mq.cloudfront.net/v1/master/3722c60a815c199d9c0ef36c5b73da68a62b09d1/cc-i9yul1lyegl6e-ssai-prd/6d07fe2a_003a_4879_acfc_44e3c3c10f03/hls/playlist.m3u8?
tvN2,https://d21dxaer0ypwk1.cloudfront.net/v1/master/3722c60a815c199d9c0ef36c5b73da68a62b09d1/cc-a6m2cy2rylsvo-ssai-prd/54ac8e25_eb5a_4f10_ba20_ffb254f0a16c/hls/playlist.m3u8?ads.device_did=%7BPSID%7D&ads.device_dnt=%7BTARGETOPT%7D&ads.app_domain=%7BAPP_DOMAIN%7D&ads.app_name=%7BAPP_NAME%7D&ads.service_id=KRBC32000261J
tvN3,https://d25mdvvpht3395.cloudfront.net/v1/master/3722c60a815c199d9c0ef36c5b73da68a62b09d1/cc-p8ea370fl7r4f-ssai-prd/82f296fd_2916_45b7_b799_525a4226957a/hls/playlist.m3u8?
tvN5,https://d2zyqoz1zsj2mq.cloudfront.net/v1/master/3722c60a815c199d9c0ef36c5b73da68a62b09d1/cc-i9yul1lyegl6e-ssai-prd/6d07fe2a_003a_4879_acfc_44e3c3c10f03/hls/playlist.m3u8?tvN Movies
Lotte OneTV,https://onetvhlslive.lotteimall.com/lotteonetvlive/lotteonetvlive.mp4.m3u8
Home & Shopping,https://s28.qtcdn.co.kr/media/liveM3U8/idx/518045142/enc/1860408350/playlist.m3u8
Shopping NT,https://live.shoppingntmall.com/live/10011.m3u8
Gugbang TV,http://mediaworks.dema.mil.kr:1935/live_edge/cudo.sdp/playlist.m3u8
KCTV 광주 CH05,http://119.77.96.184:1935/chn05/chn05/playlist.m3u8
GCN24 Korean,http://liveko24-manminglobal3.ktcdn.co.kr/liveko24/gcnko_1300k.stream/playlist.m3u8
NHTV,http://nonghyup.flive.skcdn.com/nonghyup/_definst_/nhlive/playlist.m3u8
EBS 2,http://ebsonairios.ebs.co.kr/ebs2tablet500k/tablet500k/ebs2tablet500k.index.m3u8?
EBS-KIDS,http://ebsonairios.ebs.co.kr/ebsutablet500k/_definst_/tablet500k/playlist.m3u8
NewKID2,https://stream.ads.ottera.tv/playlist.m3u8?network_id=878
NewKID4,https://stream.ads.ottera.tv/playlist.m3u8?network_id=888
NewKID4,https://stream.ads.ottera.tv/playlist.m3u8?network_id=872
BBS Buddhist Broadcasting,http://bbstv.clouducs.com:1935/bbstv-live/livestream/playlist.m3u8
CGNTV South Korea,https://du35ivadp6cxj.cloudfront.net/out/v1/81781d23cbbf490990b2aa9181d4ce19/CGNWebLiveKR.m3u8
NHK_BS1,https://stream01.willfonk.com/live_playlist.m3u8?cid=BS101&r=FHD&ccode=JP&m=d0:20:20:04:35:cc&t=0d6938cb3dcf4b79848bc1753a59daf1
NHK 総合,https://stream01.willfonk.com/live_playlist.m3u8?cid=BS291&r=FHD&ccode=JP&m=d0:20:20:04:35:cc&t=0d6938cb3dcf4b79848bc1753a59daf1

Astro AOD,http://php.jdshipin.com/smt.php?id=Aodhd
Astro AOD,http://php.jdshipin.com:8880/TVOD/iptv.php?id=aod
ANTV,http://antvlive.ab5c6921.cdnviet.com/antv/chunklist.m3u8
GoodTV,http://mobliestream.c3tv.com:1935/live/goodtv.sdp/playlist.m3u8
EWTN Africa Asia,https://cdn3.wowza.com/1/ZVBYYXFLLzE0c3NC/Qk1FMURC/hls/live/playlist.m3u8
EWTN Asia-Pacific,https://cdn3.wowza.com/1/QmVNUVhTNTZSS3Uz/YWQ0aHpi/hls/live/playlist.m3u8

JTV,http://61.85.197.53:1935/jtv_live/myStream/chunklist_w1542137203.m3u8

ABC News Australia,https://abc-news-dmd-streams-1.akamaized.net/out/v1/701126012d044971b3fa89406a440133/index.m3u8
ABC News Australia (360p),https://abc-news-dmd-streams-1.akamaized.net/out/v1/701126012d044971b3fa89406a440133/index_7.m3u8
ABC News Australia (576p),https://abc-news-dmd-streams-1.akamaized.net/out/v1/701126012d044971b3fa89406a440133/index_6.m3u8
ABC News Australia (720p),https://abc-news-dmd-streams-1.akamaized.net/out/v1/701126012d044971b3fa89406a440133/index_5.m3u8
ATV[1280x720],http://116.202.238.88/ATV_TR/tracks-v1a1/index.m3u8
AXNTaiwan,http://smart.cityq.xyz:8278/axn_twn/playlist.m3u8?tid=MC6C9875939098759390&ct=19254&tsum=5a6772e6e852b06c1b5741eeb4002a1a
AXNTaiwan,https://smart.pendy.dpdns.org/Smart.php?id=axn_twn
Anshun Comprehensive News Channel,https://hplayer1.juyun.tv/camera/154379194.m3u8
Arirang,http://amdlive.ctnd.com.edgesuite.net/arirang_1ch/smil:arirang_1ch.smil/chunklist_b2256000_sleng.m3u8
Arirang,http://amdlive.ctnd.com.edgesuite.net/arirang_1ch/smil:arirang_1ch.smil/chunklist_b1256000_sleng.m3u8
C+,http://ottproxy2.ist.ooo/livehls/MOB-U1-NO/01.m3u8
C+,http://ottproxy2.ist.ooo/livehls/MOB-U1-NO/02.m3u8
CBC News,https://amg00788-cbc-amg00788c4-xumo-us-3045.playouts.now.amagi.tv/master.m3u8
CBC News,https://dbrb49pjoymg4.cloudfront.net/v1/master/3fec3e5cac39a52b2132f9c66c83dae043dc17d4/prod_default_xumo-ams-aws/master.m3u8?ads.xumo_channelId=99991276
CBC News (1080p),https://amg00788-cbc-amg00788c4-xumo-us-3045.playouts.now.amagi.tv/master1080P.m3u8
CBC News (240p),https://amg00788-cbc-amg00788c4-xumo-us-3045.playouts.now.amagi.tv/master240P.m3u8
CBC News (360p),https://amg00788-cbc-amg00788c4-xumo-us-3045.playouts.now.amagi.tv/master360P.m3u8
CBC News (480p),https://amg00788-cbc-amg00788c4-xumo-us-3045.playouts.now.amagi.tv/master480P.m3u8
CBC News (576p),https://amg00788-cbc-amg00788c4-xumo-us-3045.playouts.now.amagi.tv/master576P.m3u8
CBC News (720p),https://amg00788-cbc-amg00788c4-xumo-us-3045.playouts.now.amagi.tv/master720p.m3u8
CBS News 24/7 (360p),https://cbsn-us.cbsnstream.cbsnews.com/out/v1/55a8648e8f134e82a470f83d562deeca/master_21.m3u8
CBS News 24/7 (540p),https://cbsn-us.cbsnstream.cbsnews.com/out/v1/55a8648e8f134e82a470f83d562deeca/master_22.m3u8
CBS News 24/7 (720p),https://cbsn-us.cbsnstream.cbsnews.com/out/v1/55a8648e8f134e82a470f83d562deeca/master_24.m3u8
Channel,http://111.221.137.155:44330/tsfile/live/0118_1.m3u8?key=txiptv
Channel[V],http://iot-mqqt.111yao.cn:8080/live/diyp_channelv.m3u8
Chifeng Comprehensive News Chanel,http://play1-qk.nmtv.cn/live/1735546697341033.m3u8
NOW新闻,http://hls.168.us.kg/u/332/master.m3u8
NOW直播,http://hls.168.us.kg/u/331/master.m3u8
Now 70s,https://lightning-now70s-samsungnz.amagi.tv/playlist.m3u8
Now 70s (360p),https://lightning-now70s-samsungnz.amagi.tv/playlist360p.m3u8
Now 70s (480p),https://lightning-now70s-samsungnz.amagi.tv/playlist480p.m3u8
Now 70s (720p),https://lightning-now70s-samsungnz.amagi.tv/playlist720p.m3u8
Now 80s,https://lightning-now80s-samsungnz.amagi.tv/playlist.m3u8
Now 80s (360p),https://lightning-now80s-samsungnz.amagi.tv/playlist360p.m3u8
Now 80s (480p),https://lightning-now80s-samsungnz.amagi.tv/playlist480p.m3u8
Now 80s (720p),https://lightning-now80s-samsungnz.amagi.tv/playlist720p.m3u8
Now Rock,https://lightning-now90s-samsungnz.amagi.tv/playlist.m3u8
Now Rock (360p),https://lightning-now90s-samsungnz.amagi.tv/playlist360p.m3u8
Now Rock (480p),https://lightning-now90s-samsungnz.amagi.tv/playlist480p.m3u8
Now Rock (720p),https://lightning-now90s-samsungnz.amagi.tv/playlist720p.m3u8
Now新闻,http://cdn.163189.xyz/163189/now
Now新闻,https://vx65267199.18cn.dpdns.org/8.m3u8
Now星影粤限,http://183.220.107.138:4022/rtp/239.10.0.156:5140
Now爆谷,http://bxtv.3a.ink/api.php?id=baogu
Now爆谷,https://bxtv.3a.ink/api.php?id=baogu
Now财经,http://hls.168.us.kg/u/333/master.m3u8
PP体育直播-1,http://183.220.107.138:4022/rtp/239.10.0.232:5140
PP体育直播-2,http://183.220.107.138:4022/rtp/239.10.0.233:5140
PP体育直播-3,http://183.220.107.138:4022/rtp/239.10.0.234:5140
PP体育直播-4,http://183.220.107.138:4022/rtp/239.10.0.236:5140

🔢数字频道,#genre#

NewTV爱情喜剧,http://122.70.160.24:2380/ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226989/1.m3u8
NewTV潮妈辣婆,http://122.70.160.24:2380/ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226286/1.m3u8
NewTV超级电影,http://122.70.160.24:2380/ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226994/1.m3u8
NewTV超级体育,http://122.70.160.24:2380/ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226945/1.m3u8
NewTV超级电视剧,http://122.70.160.24:2380/ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226979/1.m3u8
NewTV精品萌宠,http://122.70.160.24:2380/ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226976/1.m3u8
NewTV精品体育,http://122.70.160.24:2380/ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226978/1.m3u8
NewTV精品纪录,http://122.70.160.24:2380/ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226332/1.m3u8
NewTV农业致富,http://122.70.160.24:2380/ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226962/1.m3u8
NewTV军旅剧场,http://122.70.160.24:2380/ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226324/1.m3u8
NewTV武搏世界,http://122.70.160.24:2380/ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226992/1.m3u8
NewTV炫舞未来,http://122.70.160.24:2380/ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226248/1.m3u8
NewTV怡伴健康,http://122.70.160.24:2380/ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226984/1.m3u8
NewTV中国功夫,http://122.70.160.24:2380/ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226321/1.m3u8

1905电影,http://php.jdshipin.com/1905.php?id=1905dy
1905电影,https://tv.666150.xyz/1905.php
1905电影,http://php.jdshipin.com/1905.php?id=1905dy2
1905电影,http://8.138.7.223/tv/1905.php?id=LIVE8J4LTCXPI7QJ5黑莓动画,http://183.220.107.138:4022/rtp/239.10.0.163:5140
1905电影,http://120.76.248.139/live/lunbo/ssdy.m3u8
1905电影,http://8.138.7.223/tv/1905.php?id=LIVEOYY31H24H48NE
AMC电影,http://61.221.215.25:8800/hls/43/index.m3u8

CHC动作电影,http://183.237.95.108:9901/tsfile/live/1006_1.m3u8?key=txiptv&playlive=0&authid=0
CHC动作电影,http://171.118.146.124:6001/rtp/226.0.2.94:8012

CHC动作电影,http://171.125.90.120:6001/rtp/226.0.2.94:8012
CHC动作电影,http://113.195.172.192:808/hls/114/index.m3u8
CHC动作电影,http://116.179.130.16:6001/rtp/226.0.2.94:8012
CHC动作电影,http://115.58.216.90:4000/rtp/225.1.4.208:1261
CHC动作电影,https://iptv.catvod.com/live.php?id=CHC%E5%8A%A8%E4%BD%9C%E7%94%B5%E5%BD%B1%E5%8F%B0
CHC动作电影,https://iptv.catvod.com/live.php?id=CHC%E5%8A%A8%E4%BD%9C%E7%94%B5%E5%BD%B1
CHC动作电影,https://migu.188766.xyz/?migutoken=18d281e9487c78aaa5d5f3ae853e8d24&id=CHC%E5%8A%A8%E4%BD%9C%E7%94%B5%E5%BD%B1&type=yy
CHC动作电影,https://migu.188766.xyz/?migutoken=b190d2a6182f2972557b689b573fb2e6&id=CHC%E5%8A%A8%E4%BD%9C%E7%94%B5%E5%BD%B1&type=yy
CHC动作电影,http://39.77.27.74:4002/rtp/239.253.254.153:8000
CHC动作电影,http://106.59.2.235:55555/rtp/239.200.201.31:8144
CHC动作电影,https://migu.188766.xyz/?migutoken=16238d7db08e449f65aeebc03692eb99&id=CHC%E5%8A%A8%E4%BD%9C%E7%94%B5%E5%BD%B1&type=yy
CHC动作电影,http://117.30.58.133:18888/rtp/239.61.3.16:9616
CHC动作电影,http://60.223.72.140:8002/rtp/226.0.2.94:8012
CHC动作电影,http://171.117.158.149:9999/rtp/226.0.2.94:8012
CHC动作电影,http://221.205.180.120:8004/rtp/226.0.2.94:8012
CHC动作电影,https://httop.top/cctv4g-chcdzdy
CHC动作电影,http://111.162.206.38:8686/rtp/225.1.1.215:5002
CHC动作电影,http://106.59.3.8:55555/rtp/239.200.201.31:8144
CHC动作电影,http://8.138.7.223/tv/migu3.php?id=chcdzdy
CHC动作电影,http://118.81.98.245:8082/rtp/226.0.2.94:8012
CHC家庭影院,http://171.118.146.124:6001/rtp/226.0.2.240:9820
CHC家庭影院,https://live.chinacert.cftest5.cn/mg/?id=644368373
CHC家庭影院,https://migu.188766.xyz/?migutoken=f276f201440fffc27186800ee34a5a62&id=CHC%E5%AE%B6%E5%BA%AD%E5%BD%B1%E9%99%A2&type=yy
CHC家庭影院,https://migu.188766.xyz/?migutoken=063b3866f1c6376c627705c593193ec1&id=CHC%E5%AE%B6%E5%BA%AD%E5%BD%B1%E9%99%A2&type=yy
CHC家庭影院,http://115.58.216.90:4000/rtp/225.1.4.209:1262
CHC家庭影院,https://migu.188766.xyz/?migutoken=3f97ecbdc5c265e3c2060ee8c8bf64cf&id=CHC%E5%AE%B6%E5%BA%AD%E5%BD%B1%E9%99%A2&type=yy
CHC家庭影院,http://124.238.251.36:2380/hw1live.rxip.sc96655.com.huan.tv/live/jbtygqCHCjtyyH265_4000.m3u8
CHC家庭影院,http://118.81.98.245:8082/rtp/226.0.2.240:9820
CHC家庭影院,http://171.125.90.120:6001/rtp/226.0.2.240:9820
CHC家庭影院,http://eastscreen.tv/ooooo.php
CHC家庭影院,http://116.179.130.16:6001/rtp/226.0.2.240:9820
CHC家庭影院,http://60.223.72.140:8002/rtp/226.0.2.240:9820
CHC家庭影院,http://113.195.172.192:808/hls/113/index.m3u8
CHC家庭影院,http://221.205.180.120:8004/rtp/226.0.2.240:9820
CHC家庭影院,http://171.117.158.149:9999/rtp/226.0.2.240:9820
CHC家庭影院,http://111.162.206.38:8686/rtp/225.1.1.213:5002
CHC家庭影院,https://iptv.catvod.com/live.php?id=CHC%E5%AE%B6%E5%BA%AD%E5%BD%B1%E9%99%A2
CHC家庭影院,https://iptv.catvod.com/live.php?id=CHC%E5%AE%B6%E5%BA%AD%E5%BD%B1%E9%99%A2%E5%8F%B0
CHC家庭影院,http://61.162.52.6:8088/newlive/live/hls/60/live.m3u8
CHC家庭影院,http://106.59.2.235:55555/rtp/239.200.201.30:8140
CHC家庭影院,http://39.77.27.74:4002/rtp/239.253.254.152:8000
CHC家庭影院,http://106.59.3.8:55555/rtp/239.200.201.30:8140
CHC家庭影院,https://httop.top/cctv4g-chcjtyy
CHC家庭影院,http://8.138.7.223/tv/migu3.php?id=chcjtdy
CHC影迷电影,http://171.118.146.124:6001/rtp/226.0.2.93:8004
CHC影迷电影,http://124.238.251.36:2380/hw1live.rxip.sc96655.com.huan.tv/live/lnwsCHC-HDH265_4000.m3u8
CHC影迷电影,https://iptv.catvod.com/live.php?id=CHC%E5%BD%B1%E8%BF%B7%E7%94%B5%E5%BD%B1%E5%8F%B0
CHC影迷电影,https://iptv.catvod.com/live.php?id=CHC%E5%BD%B1%E8%BF%B7%E7%94%B5%E5%BD%B1
CHC影迷电影,http://118.81.98.245:8082/rtp/226.0.2.93:8004
CHC影迷电影,http://106.59.3.8:55555/rtp/239.200.201.34:8148
CHC影迷电影,http://116.179.130.16:6001/rtp/226.0.2.93:8004
CHC影迷电影,http://111.162.206.38:8686/rtp/225.1.1.214:5002
CHC影迷电影,https://migu.188766.xyz/?migutoken=fe847eb5d6356d8c4617abd3ec7ee3a3&id=CHC%E5%BD%B1%E8%BF%B7%E7%94%B5%E5%BD%B1&type=yy
CHC影迷电影,http://171.117.158.149:9999/rtp/226.0.2.93:8004
CHC影迷电影,http://115.58.216.90:4000/rtp/225.1.4.207:1260
CHC影迷电影,http://113.195.172.192:808/hls/112/index.m3u8
CHC影迷电影,http://39.77.27.74:4002/rtp/239.253.254.154:8000
CHC影迷电影,http://60.223.72.140:8002/rtp/226.0.2.93:8004
CHC影迷电影,http://171.125.90.120:6001/rtp/226.0.2.93:8004
CHC影迷电影,http://221.205.180.120:8004/rtp/226.0.2.93:8004
CHC影迷电影,http://106.59.2.235:55555/rtp/239.200.201.34:8148
CHC华诚影视,http://120.76.248.139/live/bfgd/4200000289.m3u8

CHC电影,http://dassby.qqff.top:99/live/CHC高清/index.m3u8
CHC电影,http://183.237.95.108:9901/tsfile/live/1008_1.m3u8?key=txiptv&playlive=0&authid=0
CHC电影,http://120.198.101.106:9901/tsfile/live/1053_1.m3u8?key=txiptv
CHC电影,http://218.15.183.23:9901/tsfile/live/23044_1.m3u8

Discovery,http://ott.watch/stream/E9LDH2ZCN7/146.m3u8
TVB新闻台,https://migu.188766.xyz/?migutoken=3e5adb3b13abb7a42b7fc82287bfdc64&id=hk_tvbxh&type=dy
TVB新闻台,http://smart.cityq.xyz:8278/Xinhe/playlist.m3u8?tid=MCFC2010151520101515&ct=19249&tsum=a8fd0cb32ef01d8472773a604402a683
TVB新闻台,http://php.jdshipin.com/smt.php?id=Xinhe
TVB新闻台,http://php.jdshipin.com:8880/smt.php?id=Xinhe
TVB新闻台,http://php.jdshipin.com/TVOD/iptv.php?id=xinghe
TVB新闻台,https://migu.188766.xyz/?migutoken=14cc52a46768bda262383548ff11e57b&id=hk_tvbxh&type=dy
TVB新闻台,https://6.cdn.loc.cc/163189.php?id=tvb1
TVB新闻台,http://php.jdshipin.com/TVOD/iptv.php?id=fct3
TVB新闻台,https://migu.188766.xyz/?migutoken=a4445b04c2e239088679a53fe8665cc1&id=hk_tvbxh&type=dy
TVB新闻台,http://php.jdshipin.com:8880/TVOD/iptv.php?id=xinghe
TVB新闻台,http://r.jdshipin.com/Voac4
TVB新闻台,http://php.jdshipin.com:8880/smt.php?id=Tvbjade
TVB新闻台,http://111.221.137.155:44330/tsfile/live/0138_2.m3u8?key=txiptv
TVB新闻台,http://iptv.4666888.xyz/iptv2A.php?id=71
TVB新闻台,https://smt.1789.dpdns.org/smt3.2.1.php?id=j2_twn
TVB新闻台,http://hls.168.us.kg/u/81/master.m3u8
TVB新闻台,http://xtvantsc.xyz/litv_ts.php?id=4gtv-4gtv073
TVB新闻台,http://hls.168.us.kg/u/84/master.m3u8
TVB新闻台,https://migu.188766.xyz/?migutoken=858abb42a355e79bff7292d67863d68e&id=hk_yzwx&type=dy
TVB新闻台,http://breezy-audrie-zspace-7524863c.koyeb.app/vipsir?token=leifeng&id=4gtv-4gtv073
TVB新闻台,https://migu.188766.xyz/?migutoken=c9ebffa238c0096550ae2739842a3297&id=hk_tvbxh&type=dy
TVB新闻台,http://36.36.200.198:44330/tsfile/live/1009_1.m3u8?key=txiptv&playlive=0&authid=0
TVB新闻台,http://php.jdshipin.com:8880/PLTV/iptv.php?id=xinghe
TVB新闻台,http://php.jdshipin.com/TVOD/iptv.php?id=fct2
TVB新闻台,https://smart.pendy.dpdns.org/Smart.php?id=tvbs
TVB新闻台,http://122.152.202.33/s/81a8a44f/index.m3u8?id=23
Thrill,http://156.239.254.7:5555/smt.php?id=Thrill
amc电影,http://breezy-audrie-zspace-7524863c.koyeb.app/vipsir?token=leifeng&id=4gtv-4gtv017
hbo,https://smart.pendy.dpdns.org/Smart.php?id=Hbo
世界历史,http://213.226.69.130/iptv/BF9GWX8VNPYM9X/231/index.m3u8
东森洋片,https://cdn.iptv8k.top/dl/jrys.php?id=232&time=20240926215313&ip=111.229.253.40
东森电影,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=9901&tk=e640d0a1bf70
东森电影,https://cdn.iptv8k.top/dl/jrys.php?id=231&time=20240926215313&ip=111.229.253.40
东森电影,https://smart.pendy.dpdns.org/Smart.php?id=ettvmovie
中旺电视台,http://38.64.72.148:80/hls/modn/list/4010/chunklist1.m3u8
人与自然,http://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/1425e1d505654cb48ba82b807b221193/1200.m3u8
传奇剧场,http://222.212.84.190:54123/rtp/239.93.0.235:1282
华数4K,http://115.171.216.39:4000/rtp/225.1.8.80:2000
华数4K,http://106.83.119.18:8188/rtp/235.254.198.102:7980
华数4K,http://114.254.32.249:18888/rtp/239.3.1.236:2000
华数4K,http://115.171.80.57:1688/rtp/225.1.8.80:2000
华数4K,http://115.171.216.102:4000/rtp/225.1.8.80:2000
华数军旅,http://106.83.119.18:8188/rtp/235.254.198.75:1576
华数军旅,http://115.171.80.57:1688/rtp/225.1.8.228:4120
华数军旅,http://114.254.32.249:18888/rtp/239.3.1.68:4120
华数军旅,http://115.171.216.102:4000/rtp/225.1.8.228:4120
华数军旅,http://115.171.216.39:4000/rtp/225.1.8.228:4120
华数动作影院,http://144.255.32.94:8288/rtp/239.21.1.123:5002
华数动作影院,http://115.171.80.57:1688/rtp/225.1.8.252:4120
华数动作影院,http://115.171.216.39:4000/rtp/225.1.8.252:4120
华数动作影院,http://115.171.216.102:4000/rtp/225.1.8.252:4120
华数动作影院,http://114.254.32.249:18888/rtp/239.3.1.92:4120
华数动作影院,http://223.198.242.106:4000/rtp/239.253.64.220:5140
华数动作影院,http://106.83.119.18:8188/rtp/235.254.198.99:1672
华数动画,http://106.83.119.18:8188/rtp/235.254.198.87:1624
华数动画,http://115.171.216.39:4000/rtp/225.1.8.240:4120
华数动画,http://114.254.32.249:18888/rtp/239.3.1.80:4120
华数动画,http://115.171.80.57:1688/rtp/225.1.8.240:4120
华数动画,http://115.171.216.102:4000/rtp/225.1.8.240:4120
华数古装,http://115.171.216.102:4000/rtp/225.1.8.229:4120
华数古装,http://115.171.216.39:4000/rtp/225.1.8.229:4120
华数古装,http://115.171.80.57:1688/rtp/225.1.8.229:4120
华数喜剧影院,http://106.83.119.18:8188/rtp/235.254.198.98:1668
华数喜剧影院,http://223.198.242.106:4000/rtp/239.253.64.233:5140
华数喜剧影院,http://114.254.32.249:18888/rtp/239.3.1.91:4120
华数喜剧影院,http://115.171.80.57:1688/rtp/225.1.8.251:4120
华数喜剧影院,http://115.171.216.102:4000/rtp/225.1.8.251:4120
华数喜剧影院,http://115.171.216.39:4000/rtp/225.1.8.251:4120
华数城市剧场,http://183.220.107.138:4022/rtp/239.10.0.124:5140
华数城市剧场,http://223.198.242.106:4000/rtp/239.253.64.218:5140
华数城市剧场,http://114.254.32.249:18888/rtp/239.3.1.67:4120
华数城市剧场,http://115.171.216.102:4000/rtp/225.1.8.227:4120
华数城市剧场,http://115.171.216.39:4000/rtp/225.1.8.227:4120
华数城市剧场,http://106.83.119.18:8188/rtp/235.254.198.74:1572
华数城市剧场,http://115.171.80.57:1688/rtp/225.1.8.227:4120
华数家庭影院,http://115.171.216.102:4000/rtp/225.1.8.253:4120
华数家庭影院,http://223.198.242.106:4000/rtp/239.253.64.225:5140
华数家庭影院,http://106.83.119.18:8188/rtp/235.254.198.100:1676
华数家庭影院,http://115.171.216.39:4000/rtp/225.1.8.253:4120
华数家庭影院,http://183.220.107.138:4022/rtp/239.10.0.127:5140
华数家庭影院,http://ds920.dsmynas.net:5555/rtp/226.0.2.240:9820%24%E5%B1%B1%E8%A5%BFuni2+
华数家庭影院,http://115.171.80.57:1688/rtp/225.1.8.253:4120
华数家庭影院,http://114.254.32.249:18888/rtp/239.3.1.93:4120
华数家庭影院,http://ygbh.site/php/bfgd.php?id=289
华数少儿,http://115.58.216.90:4000/rtp/225.1.4.189:1238
华数少儿,http://115.171.80.57:1688/rtp/225.1.8.207:9000
华数少儿,http://114.254.32.249:18888/rtp/239.3.1.199:9000
华数少儿,http://115.171.216.102:4000/rtp/225.1.8.207:9000
华数少儿,http://106.83.119.18:8188/rtp/235.254.198.116:1740
华数少儿,http://115.171.216.39:4000/rtp/225.1.8.207:9000
华数星影,http://106.83.119.18:8188/rtp/235.254.198.101:1680
华数星影,http://115.171.216.39:4000/rtp/225.1.8.254:4120
华数星影,http://115.171.80.57:1688/rtp/225.1.8.254:4120
华数星影,http://114.254.32.249:18888/rtp/239.3.1.94:4120
华数星影,http://115.171.216.102:4000/rtp/225.1.8.254:4120
华数武侠,http://114.254.32.249:18888/rtp/239.3.1.90:4120
华数武侠,http://106.83.119.18:8188/rtp/235.254.198.97:1664
华数热播剧场,http://115.58.216.90:4000/rtp/225.1.4.190:1239
华数热播剧场,http://115.171.80.57:1688/rtp/225.1.8.202:9020
华数热播剧场,http://114.254.32.249:18888/rtp/239.3.1.194:9020
华数热播剧场,http://223.198.242.106:4000/rtp/239.253.64.211:5140
华数热播剧场,http://115.171.216.39:4000/rtp/225.1.8.202:9020
华数热播剧场,http://115.171.216.102:4000/rtp/225.1.8.202:9020
华数经典电影,http://222.212.84.190:54123/rtp/239.93.0.57:9024
华数经典电影,http://115.171.216.102:4000/rtp/225.1.8.203:9024
华数经典电影,http://223.198.242.106:4000/rtp/239.253.64.227:5140
华数经典电影,http://114.254.32.249:18888/rtp/239.3.1.195:9024
华数经典电影,http://115.171.80.57:1688/rtp/225.1.8.203:9024
华数经典电影,http://106.83.119.18:8188/rtp/235.254.198.114:1732
华数经典电影,http://115.171.216.39:4000/rtp/225.1.8.203:9024
华数经典电影,http://115.58.216.90:4000/rtp/225.1.4.175:1233
华数经典电影,https://cdn.iptv8k.top/dl/jrys.php?id=396&time=20240926215313&ip=111.229.253.40
华数魅力时尚,http://114.254.32.249:18888/rtp/239.3.1.196:9012
华数魅力时尚,http://115.58.216.90:4000/rtp/225.1.4.205:1253
华数魅力时尚,http://115.171.216.102:4000/rtp/225.1.8.204:9012
华数魅力时尚,http://115.171.216.39:4000/rtp/225.1.8.204:9012
华数魅力时尚,http://115.171.80.57:1688/rtp/225.1.8.204:9012
华数魅力时尚,http://106.83.119.18:8188/rtp/235.254.198.115:1736
华数魅力时尚,http://223.198.242.106:4000/rtp/239.253.64.231:5140
古装剧场,http://183.220.107.138:4022/rtp/239.10.0.126:5140
古装剧场,http://183.220.107.138:4022/rtp/239.11.0.141:5140
古装剧场,http://223.198.242.106:4000/rtp/239.253.64.221:5140
古装剧场,http://122.70.160.24:2380/ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226986/1.m3u8
